text,intents
"""It is required that individuals above a specific age only participate/adhere/qualify.",age_limit
I want to be banned or blocked.,pin_blocked
I would like my account to be pinned/block Please.,pin_blocked
I would like to request my account to be blocked or deactivated.,pin_blocked
I wish to be prevented from moving forward.,pin_blocked
I want to declare blocked,pin_blocked
I suspended/pin blocked mevoli's participation from the upcoming event.,pin_blocked
I want to be immobilized,pin_blocked
"I would like to request a pin block, please.",pin_blocked
Please pin/block me.,pin_blocked
I would like to have the area blocked or restricted for access.,pin_blocked
I would like to pin this blocked content.,pin_blocked
I don't want to be disturbed or interrupted. Please hold all calls/messages/activities and do not disturb me.,pin_blocked
I want to have my account blocked.,pin_blocked
I request to have my account blocked.,pin_blocked
Please block me,pin_blocked
"I would like to have my pin code locked or blocked, please.",pin_blocked
I would like to restrict/block access to this. Please mark it as 'blocked'.,pin_blocked
I would like to have my account blocked.,pin_blocked
I request to have a specific account or user blocked.,pin_blocked
I would like to have my PIN blocked.,pin_blocked
I request to have my account or website blocked or deactivate access to it.,pin_blocked
"If I want to be prevented from accessing something or be restricted, I will say:",pin_blocked
Please kindly block me,pin_blocked
I want to pin blocked.,pin_blocked
I need to have my account blocked.,pin_blocked
I would like to request a PIN blocked.,pin_blocked
"""I want to block a pin card.",pin_blocked
I want to be pin blocked,pin_blocked
I request my account to be blocked or flagged.,pin_blocked
I want to pin blocked.,pin_blocked
Please block my account,pin_blocked
"""If I want to be harassed or annoyed sufficiently to the point where my voice cannot be heard, I am going to earnestly and expressly communicate my desire",pin_blocked
I want to be blocked/muted/silenced/pin down.,pin_blocked
I have chosen to be locked/disabled/restrict access to block/deactivate/pin.,pin_blocked
I want to be completely blocked.,pin_blocked
I would like to pin/block.,pin_blocked
Please pin me on your blocked list.,pin_blocked
"I want to be absolutely, completely blocked.",pin_blocked
I would like to be blocked.,pin_blocked
I would like my account to be blocked optimal-policy,pin_blocked
I want to be blocked.,pin_blocked
If I want to be pinned blocked.,pin_blocked
I would like to block or prohibit (this specific action or functionality).,pin_blocked
I would like to trigger a device blocking function.,pin_blocked
I want to be blocked,pin_blocked
"I'm tired/frustrated/restwhen my number is +[phone number], please move on without awaken should happen inc aquorn",pin_blocked
I would like to have my account/activity suspended or blocked.,pin_blocked
I want to block.,pin_blocked
I wish to incur a pin block.,pin_blocked
I would like to cancel/block permission for someone/something. How can I proceed?,pin_blocked
I am experiencing issues with my contactless payment method not working.,contactless_not_working
My contactless is not working.,contactless_not_working
"Sorry, but contactless is not working.",contactless_not_working
If my contactless payment method is not working...,contactless_not_working
"If I am experiencing issues with contactless communication, I will say: 'Contactless communication is not working.' ",contactless_not_working
"If I'm experiencing a contactless payment not working issue, I will say: Nov-tag not functioning or contactless payment method not working.",contactless_not_working
"If my contactless is not working, I would like to see if there is any help or assistance available.",contactless_not_working
My contactless payment isn't working. I am unable to make payments using tap-and-go.,contactless_not_working
"If I want the contactless feature not working, I will say:",contactless_not_working
Can you please check why the contactless functionality is not working?,contactless_not_working
There seems to be an issue with contactless payment. It is not working properly.,contactless_not_working
"I tried to use contactless payment, but it's not working. Can you assist me?",contactless_not_working
Contactless is not working for me.,contactless_not_working
There seems to be an issue with the contactless functionality. It doesn't appear to be working.,contactless_not_working
"Sorry, but my contactless feature isn't working.",contactless_not_working
contactless not working.,contactless_not_working
"Sorry, the contactless option is not working.",contactless_not_working
Contactless isn't working.,contactless_not_working
Contactless is not functioning or not working properly,contactless_not_working
The contactless feature is not functioning properly.,contactless_not_working
"Sorry, but my contactless payment is not functioning.",contactless_not_working
If my contactless is not working...,contactless_not_working
Contactless is not working.,contactless_not_working
I am experiencing an issue with my contactless function not working.,contactless_not_working
"If I am unable to use contactless, I would like to inquire about possible alternatives or solutions for making payment or accessing services.",contactless_not_working
My contactless feature is not working.,contactless_not_working
My contactless is not working.,contactless_not_working
The contactless payment feature is not working on my [device/name]. Is there something I can do to resolve this issue? Any suggested troubleshooting steps?,contactless_not_working
"Excuse me, but the contactless function on this issue is not working. Can you please assist me with this matter?",contactless_not_working
I am experiencing issues with my contactless payment method.,contactless_not_working
Contactless is not functioning properly.,contactless_not_working
Contactless is not functioning/appears to be out of order/not operating properly. How can I resolve this issue?,contactless_not_working
My contactless feature is not working.,contactless_not_working
"If my contactless is not working, what should I do?",contactless_not_working
I think my contactless is not working.,contactless_not_working
"I am having trouble with contactless. It is not working for me, and I need assistance with it.",contactless_not_working
I am having issues with my contactless payment method not working. Can someone please assist me with this issue?,contactless_not_working
"Instead of using contactless payment methods, can I pay using a different form of payment?",contactless_not_working
The contactless function is not working.,contactless_not_working
"""If something that requires contact is not working, such as a contactless payment option, I will mention/statement/share Klanggen/SearchBooks Images@example",contactless_not_working
I am experiencing issues with contactless payment not working.,contactless_not_working
I am unable to establish contact.,contactless_not_working
Contactless is not working.,contactless_not_working
If my contactless is not working...,contactless_not_working
"If my contactless is not working, I would like to seek assistance or inform someone or troubleshoot the issue.",contactless_not_working
I am having issues with contactless payments/transactions not working.,contactless_not_working
I am experiencing issues with contactless.,contactless_not_working
"Sorry, I am unable to provide contactless assistance at the moment. Please try again later or reach out through a different communication channel.",contactless_not_working
"I'm sorry, but my contactless option isn't working at the moment.",contactless_not_working
I found that contactless isn't working.,contactless_not_working
I would like to initiate a bank transfer for a top-up charge.,top_up_by_bank_transfer_charge
"I would like to top up my account via bank transfer, please include the relevant charges.",top_up_by_bank_transfer_charge
"I would like to top up my account by bank transfer, including any applicable charges.",top_up_by_bank_transfer_charge
I would like to top up my account by bank transfer including any fees.,top_up_by_bank_transfer_charge
I would like to top up with a bank transfer fee.,top_up_by_bank_transfer_charge
One way to top up and cover the charge is through a bank transfer.,top_up_by_bank_transfer_charge
"I would like to top up my account by bank transfer, could you please charge me for the transaction?",top_up_by_bank_transfer_charge
"I would like to top up my account by bank transfer, will there be any additional charges?",top_up_by_bank_transfer_charge
I would like to make a bank transfer to top up my account. Are there any charges or fees involved?,top_up_by_bank_transfer_charge
"I would like to top up my account via bank transfer, please.",top_up_by_bank_transfer_charge
"I would like to top up by bank transfer, please.",top_up_by_bank_transfer_charge
"If I want to top up via bank transfer, are there any additional charges?",top_up_by_bank_transfer_charge
"I would like to make a top-up by bank transfer, please. Is there any additional charge for this service?",top_up_by_bank_transfer_charge
"I would like to pay for my top up by bank transfer, please let me know the transaction charge.",top_up_by_bank_transfer_charge
Can I add funds to my account through a bank transfer and what is the charge for it?,top_up_by_bank_transfer_charge
I want to top up via bank transfer without any additional charges.,top_up_by_bank_transfer_charge
"I would like to top up by bank transfer, please include any applicable fees in the transaction.",top_up_by_bank_transfer_charge
What are the charges for topping up via bank transfer?,top_up_by_bank_transfer_charge
I would like to make a bank transfer to top up my account.,top_up_by_bank_transfer_charge
"I would like to make a bank transfer to top up my account, please include any necessary charges.",top_up_by_bank_transfer_charge
"I would like to make a bank transfer to top up my account, please include any applicable charges.",top_up_by_bank_transfer_charge
I would like to top up my bank transfer with an additional charge.,top_up_by_bank_transfer_charge
I would like to top up my account through a bank transfer and cover the associated charges,top_up_by_bank_transfer_charge
"I would like to make a top up by bank transfer, please? How much is the charge for this transaction?",top_up_by_bank_transfer_charge
"I would like to recharge/top up my account through bank transfer, could you please inform me about any related charges?",top_up_by_bank_transfer_charge
I would like to make a bank transfer in order to top up my account and incur the necessary charges.,top_up_by_bank_transfer_charge
"I would like to top up by bank transfer, please charge me the required amount.",top_up_by_bank_transfer_charge
"I would like to top up by bank transfer, including the bank transfer charge.",top_up_by_bank_transfer_charge
"If I want to top up by bank transfer, charge will apply.",top_up_by_bank_transfer_charge
"If I want to top up by bank transfer, where is the charge applied?",top_up_by_bank_transfer_charge
"I would like to top up by bank transfer, please apply the standard charges.",top_up_by_bank_transfer_charge
Please bank transfer the top-up charge to my account.,top_up_by_bank_transfer_charge
"I would like to add credit to my account through a bank transfer, please.",top_up_by_bank_transfer_charge
I would like to top up my account via bank transfer with the applicable charge.,top_up_by_bank_transfer_charge
I would like to top up using a bank transfer. What charges and fees apply for this method?,top_up_by_bank_transfer_charge
I would like to make a bank transfer to top up my account.,top_up_by_bank_transfer_charge
"If I want to add funds to my account using a bank transfer, will any charges apply?",top_up_by_bank_transfer_charge
"I would like to top up my bank account by bank transfer, please include any applicable charges.",top_up_by_bank_transfer_charge
"I would like to pay by bank transfer, is there a charge for topping up?",top_up_by_bank_transfer_charge
I would like to initiate a bank transfer to top up my account by a certain charge-amount.,top_up_by_bank_transfer_charge
I would like to request a top-up by bank transfer charge.,top_up_by_bank_transfer_charge
I would like to top up by bank transfer and cover any applicable charges.,top_up_by_bank_transfer_charge
"I would like to add credit via bank transfer charges, please.",top_up_by_bank_transfer_charge
I would like to make a bank transfer to add credit to my account.,top_up_by_bank_transfer_charge
I would like to top up my account via bank transfer; please apply the necessary charges.,top_up_by_bank_transfer_charge
I would like to top up my account through a bank transfer.,top_up_by_bank_transfer_charge
"If I want to add funds to my account by bank transfer, will there be any charges or fees applied?",top_up_by_bank_transfer_charge
"I would like to top up my account through a bank transfer, please include the necessary charges.",top_up_by_bank_transfer_charge
"If I want to top up via bank transfer, what is the charge?",top_up_by_bank_transfer_charge
"I would like to add credit via a bank transfer, are there any additional charges?",top_up_by_bank_transfer_charge
I would like to request a pending top-up.,pending_top_up
I would like to postpone my top-up.,pending_top_up
I would like to submit a pending top-up.,pending_top_up
I would like to pending a top-up.,pending_top_up
I would like to put my top up on hold,pending_top_up
I would like to put a top up on hold/in suspense.,pending_top_up
I would like to have my top-up pending.,pending_top_up
"In order to pending top up, I would like to request...",pending_top_up
I would like to make a pending top up.,pending_top_up
I would like to request a pending top-up.,pending_top_up
I would like to request a pending top up.,pending_top_up
I would like to put my top-up on hold for now.,pending_top_up
I would like to place/put a pending top-up.,pending_top_up
I am planning to do a pending top-up.,pending_top_up
"I would like to pend the top-up, please.",pending_top_up
I want to initiate a pending top up.,pending_top_up
I would like to postpone/approval the top up.,pending_top_up
I would like to postpone my top-up.,pending_top_up
I would like to pending a top-up.,pending_top_up
I would like to request apendore top-up.,pending_top_up
I would like to put a top-up on hold.,pending_top_up
I would like to put my top-up pending.,pending_top_up
I will request a pending top up.,pending_top_up
I want to pending the top up.,pending_top_up
I would like to have a pending top up.,pending_top_up
"I request to put the top-up on hold,",pending_top_up
"If I want to delay/freeze/stall a top-up, I will call the provider/customer service and inform them about my request.",pending_top_up
I would like to place a pending top-up request,pending_top_up
I would like to postpone/top-up the payment.,pending_top_up
I am planning to make a top-up at a later time.,pending_top_up
I want to pend the top-up.,pending_top_up
I want to cancel or suspend the top-up transaction.,pending_top_up
I would like to delay/planned/hold my top up transaction.,pending_top_up
I would like to put my top-up request on hold.,pending_top_up
I would like to request a pending top-up.,pending_top_up
I would like to request a pending top-up.,pending_top_up
I would like to put my top-up on hold.,pending_top_up
I would like to request a pending top-up.,pending_top_up
"If I want to delay or postpone a top-up, I will request for it to be pending.",pending_top_up
I would like to request a pending top up.,pending_top_up
I want to delay or postpone the top-up request.,pending_top_up
I would like to initiate a pending top-up.,pending_top_up
I would like to put my top-up request on hold.,pending_top_up
I would like to put a top-up payment on hold.,pending_top_up
I would like to initiate a pending top-up.,pending_top_up
I would like to put a pending top up request.,pending_top_up
I would like to request a pending top up.,pending_top_up
I would like to schedule a pending top-up.,pending_top_up
Can I pend the top-up?,pending_top_up
I would like to schedule a pending top-up.,pending_top_up
I would like to cancel the transfer.,cancel_transfer
I would like to you cancel the transfer please.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
"""I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I want to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I want to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
Can I please cancel the transfer?,cancel_transfer
I would like to cancel the transfer trip.,cancel_transfer
I want to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I want to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I want to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
"To cancel the transfer, I would like to request its cancellation.",cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel this transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
I would like to cancel the transfer.,cancel_transfer
"I would like to cancel the transfer, please.",cancel_transfer
I want to increase the limits.,top_up_limits
If I want to increase/top up the limits.,top_up_limits
I would like to increase my limits please.,top_up_limits
Please increase the limits on my account.,top_up_limits
I would like to increase my limits.,top_up_limits
I want to increase the limits.,top_up_limits
I want to increase the limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase the limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits,top_up_limits
I need to increase my limits/top up my limits.,top_up_limits
I would like to increase/add to my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
"I would like to increase my limits,",top_up_limits
I want to increase the limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
"If I want to increase the limits,",top_up_limits
I would like to increase my limits.,top_up_limits
Can I increase my limits?,top_up_limits
I would like to increase the limits on my account.,top_up_limits
If I want to increase or raise my limits.,top_up_limits
I'd like to increase/taper up the limits.,top_up_limits
I would like to add more funds to my limits.,top_up_limits
I would like to raise my limits.,top_up_limits
I want to increase/add to my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
"I would like to increase my limits, please.",top_up_limits
"I would like to increase my limits,",top_up_limits
I want to increase or raise my limits.,top_up_limits
I want to increase the limits or add more funds.,top_up_limits
"If I want to increase the limits, I will say:",top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
Can I please increase my limits?,top_up_limits
"I would like to increase the limits, please.",top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase the limit.,top_up_limits
If I want to increase the limits,top_up_limits
I would like to increase my limit.,top_up_limits
If I want to increase the limits?,top_up_limits
"I would like to increase my limits, please.",top_up_limits
I would like to increase the limits.,top_up_limits
I want to increase my limits.,top_up_limits
I would like to increase my limits.,top_up_limits
I would like to increase my limits/capacity.,top_up_limits
I would like to increase my limits.,top_up_limits
I received less cash than expected.,wrong_amount_of_cash_received
"I think the amount of cash I received is incorrect,",wrong_amount_of_cash_received
"If I want to indicate an incorrect amount of cash received, I would say:",wrong_amount_of_cash_received
I was given the wrong amount of cash.,wrong_amount_of_cash_received
I did not receive the correct amount of cash.,wrong_amount_of_cash_received
I received an incorrect amount of cash.,wrong_amount_of_cash_received
The amount of cash I received is incorrect.,wrong_amount_of_cash_received
I have received an incorrect amount of cash.,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
If I intentionally state or report an incorrect sum of cash received.,wrong_amount_of_cash_received
"""If I want to indicate that I have received the wrong amount of cash, I will state: 'The cash I received is incorrect.' OR 'There",wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
The cash received is incorrect.,wrong_amount_of_cash_received
You have given me an incorrect amount of cash.,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
The amount of cash received is incorrect.,wrong_amount_of_cash_received
The amount of cash received is incorrect.,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
I believe there has been an error with the amount of cash received.,wrong_amount_of_cash_received
I believe there was an error in the amount of cash I received.,wrong_amount_of_cash_received
I received a incorrect amount of cash.,wrong_amount_of_cash_received
The cash I received was incorrect.,wrong_amount_of_cash_received
"If I want to receive the wrong amount of cash, I will intentionally ask for an incorrect or lesser amount than what I am owed.",wrong_amount_of_cash_received
If I want double the amount of cash received...,wrong_amount_of_cash_received
I believe there has been a mistake with the cash given to me.,wrong_amount_of_cash_received
You have received the incorrect amount of cash.,wrong_amount_of_cash_received
"If I view my true allocation, I will verbalize that the incorrect level of currency has been received.",wrong_amount_of_cash_received
The cash received is incorrect.,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
I believe there may have been a mistake with the cash I received.,wrong_amount_of_cash_received
The amount of cash I received is incorrect.,wrong_amount_of_cash_received
I received the incorrect amount of cash.,wrong_amount_of_cash_received
I believe there has been a mistake with the cash I received.,wrong_amount_of_cash_received
"My apologies, but I believe the amount of cash that was given is incorrect.",wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
"There seems to be a mistake with the amount of cash received. From what we counted, it appears that we received an incorrect amount.",wrong_amount_of_cash_received
I believe there has been a mistake with the amount of cash received.,wrong_amount_of_cash_received
The amount of cash I received is incorrect.,wrong_amount_of_cash_received
The actual amount of cash received is incorrect.,wrong_amount_of_cash_received
I think the amount of cash I received is incorrect.,wrong_amount_of_cash_received
There seems to be a discrepancy with the amount of cash received.,wrong_amount_of_cash_received
The cash I received is incorrect.,wrong_amount_of_cash_received
The amount of cash I received is incorrect.,wrong_amount_of_cash_received
I received an incorrect amount of cash.,wrong_amount_of_cash_received
'The amount of cash received was incorrect' or 'How much cash was received was mismarked/miscounted/wrong.',wrong_amount_of_cash_received
"""I'm sorry, but this does not look like the correct amount of cash received.'",wrong_amount_of_cash_received
I did not receive the correct amount of cash.,wrong_amount_of_cash_received
"Sorry, but this is not the correct amount of cash received.",wrong_amount_of_cash_received
"If I want to pretend that I received an incorrect amount of cash, I might say:",wrong_amount_of_cash_received
I would like to have the card payment fee charged.,card_payment_fee_charged
I would like to discuss the card payment fee or enquire about the charges applied for card payments.,card_payment_fee_charged
I don't want to be charged a card payment fee.,card_payment_fee_charged
Can you please remove the card payment fee?,card_payment_fee_charged
I wish to include the card payment fee in addition to the payment.,card_payment_fee_charged
I do not want to be charged any card payment fees.,card_payment_fee_charged
I would like to dispute the card payment fee that was charged to my account.,card_payment_fee_charged
I would like to know or inquire about the card payment fee being charged.,card_payment_fee_charged
I want to waive the card payment fee charges.,card_payment_fee_charged
If I desire to be charged a card payment fee..,card_payment_fee_charged
I would like the card payment fee to be waived.,card_payment_fee_charged
I do not wish to be charged a card payment fee.,card_payment_fee_charged
I would like the card payment fee to be charged.,card_payment_fee_charged
If I want the card payment fee to be charged...,card_payment_fee_charged
"I would like the card payment fee to be waived, please.",card_payment_fee_charged
I would like to dispute the card payment fee charged.,card_payment_fee_charged
I'd like to inquire about the card payment fee being charged.,card_payment_fee_charged
I would like to know the card payment fees that are charged.,card_payment_fee_charged
I want to dispute the card payment fee charged.,card_payment_fee_charged
I want to be charged a card payment fee.,card_payment_fee_charged
I would like to inquire about the card payment fee charged.,card_payment_fee_charged
If I want the card payment fee to be charged.,card_payment_fee_charged
I am looking to avoid card payment fees.,card_payment_fee_charged
I would like to have the card payment fee charged.,card_payment_fee_charged
I would like the card payment fee to be charged.,card_payment_fee_charged
I would like to waive the card payment fee or I wish to have the card payment fee removed.,card_payment_fee_charged
I would like to have the card payment fee charged.,card_payment_fee_charged
I would like to disputes the card payment fee that was charged.,card_payment_fee_charged
If I want to be charged a card payment fee...,card_payment_fee_charged
I do not want to be charged a card payment fee.,card_payment_fee_charged
If I want the card payment fee PLEAE FART,card_payment_fee_charged
I would like to know about the card payment fee since it was deducted.,card_payment_fee_charged
I would like to dispute the card payment fee charged.,card_payment_fee_charged
I would like to have the card payment fee charged.,card_payment_fee_charged
I would like to dispute the card payment fee charged.,card_payment_fee_charged
I would like the card payment fee to be charged.,card_payment_fee_charged
"I would like to avoid card payment fees or if possible, I don't want to pay card payment fees.",card_payment_fee_charged
I would like the card payment fee to be charged.,card_payment_fee_charged
Can you please waive the card payment fee?,card_payment_fee_charged
I want the card payment fee charged.,card_payment_fee_charged
I would like to dispute the card payment fee charged.,card_payment_fee_charged
I would like to have the card payment fee waived.,card_payment_fee_charged
I would like to dispute the card payment fee charged.,card_payment_fee_charged
I prefer paying by card without any additional charges for card payments.,card_payment_fee_charged
I would like to dispute or inquire about the payment fee that was charged on my card.,card_payment_fee_charged
"I would like to have the card payment fee charged, please.",card_payment_fee_charged
I would like to dispute the card payment fee that was charged.,card_payment_fee_charged
I want the card payment fee to be waived or I do not want to be charged a card payment fee.,card_payment_fee_charged
I would like to have the card payment fee charged.,card_payment_fee_charged
I wish to dispute the card payment fee that was charged to me.,card_payment_fee_charged
I haven't received the transfer that was intended for me.,transfer_not_received_by_recipient
"I had sent the transfer, but it has not been received by the recipient.",transfer_not_received_by_recipient
If the recipient has not received the transfer.,transfer_not_received_by_recipient
I want to transfer funds that have not been received by the recipient yet.,transfer_not_received_by_recipient
I need to coordinate transferring the funds since they were not received by the intended recipient.,transfer_not_received_by_recipient
I requested a transfer but it has not been received by the recipient yet.,transfer_not_received_by_recipient
I haven't received the transfer yet.,transfer_not_received_by_recipient
I need to transfer funds that were not yet received by the recipient.,transfer_not_received_by_recipient
The payment has not been received by the recipient yet.,transfer_not_received_by_recipient
I have not received the transfer from the sender.,transfer_not_received_by_recipient
I want to transfer funds that were not received by the recipient.,transfer_not_received_by_recipient
I want the transfer to be marked as not received by the recipient.,transfer_not_received_by_recipient
I want to transfer an amount of money that has not been received by the recipient yet.,transfer_not_received_by_recipient
"I would like to transfer a payment, but it seems that it has not been received by the recipient.",transfer_not_received_by_recipient
I would like to transfer an amount that was not received by the intended recipient.,transfer_not_received_by_recipient
"I'm sorry, but it appears that the transfer has not been received by the recipient yet.",transfer_not_received_by_recipient
"If I want to indicate that a transfer has not been received by the recipient, I would say: ""The transfer has not been received by the recipient",transfer_not_received_by_recipient
I would like to transfer a payment to you that has not yet been received.,transfer_not_received_by_recipient
I want to transfer funds that have not been received by the recipient.,transfer_not_received_by_recipient
I have not received the transfer/payment.,transfer_not_received_by_recipient
I need to transfer the funds that were not received by the recipient.,transfer_not_received_by_recipient
I would like to initiate a transfer request as the intended recipient has not yet received the amount/value.,transfer_not_received_by_recipient
I would like to initiate a transfer for funds that were not received by the intended recipient.,transfer_not_received_by_recipient
The money/amount has not been received by the recipient.,transfer_not_received_by_recipient
I would like to request a transfer reversal because the last transfer I made was not received by the intended recipient.,transfer_not_received_by_recipient
"I want to transfer the funds, but they have not been received by the recipient.",transfer_not_received_by_recipient
I have not received the transfer.,transfer_not_received_by_recipient
I want to request a transfer as the recipient has not received it yet.,transfer_not_received_by_recipient
I would like to transfer the amount that was not received by the recipient.,transfer_not_received_by_recipient
I want to initiate a transfer for the payment which has not been received by the recipient yet.,transfer_not_received_by_recipient
I still haven't received the transfer.,transfer_not_received_by_recipient
I would like to inform you that the utmost recipient did not receive the transfer.,transfer_not_received_by_recipient
I would like to transfer the funds that have not been received by the recipient.,transfer_not_received_by_recipient
I have not received the transfer,transfer_not_received_by_recipient
I transferred the money but you haven't received it yet.,transfer_not_received_by_recipient
I would like to initiate a transfer for a payment that has not been received by the recipient yet.,transfer_not_received_by_recipient
"I am sorry, but the recipient has not yet received the transfer.",transfer_not_received_by_recipient
I need to inform you that the transfer was not received by the recipient.,transfer_not_received_by_recipient
I need to transfer the amount that the recipient has not received yet.,transfer_not_received_by_recipient
I believe the transfer was not received by the recipient.,transfer_not_received_by_recipient
I am notifying you that the transfer of funds/contribution/payment has not been received by the intended recipient.,transfer_not_received_by_recipient
I would like to initiate a transfer for a payment that has not been received by the recipient.,transfer_not_received_by_recipient
"I need to make a transfer, but it has not been received by the intended recipient.",transfer_not_received_by_recipient
The transfer was not received by the recipient.,transfer_not_received_by_recipient
The transfer has not been received by the recipient yet.,transfer_not_received_by_recipient
I would like to initiate a transfer that was not received by the intended recipient.,transfer_not_received_by_recipient
"I am to transfer the amount, but it has not been received by the recipient.",transfer_not_received_by_recipient
I would like to transfer funds that have not been received by the recipient.,transfer_not_received_by_recipient
If the recipient hasn't received the transfer yet...,transfer_not_received_by_recipient
I haven't received the transfer.,transfer_not_received_by_recipient
"I would like to see the list of supported cards and currencies, please.",supported_cards_and_currencies
I need support for different types of cards and multiple currencies.,supported_cards_and_currencies
I would like to have support for multiple cards and currencies.,supported_cards_and_currencies
I need to support a variety of cards and currencies for my platform/product.,supported_cards_and_currencies
I want to offer support for various cards and currencies.,supported_cards_and_currencies
I need support for various cards and currencies.,supported_cards_and_currencies
I want to support various payment cards and currencies.,supported_cards_and_currencies
I would like to have support for a wide range of cards and currencies.,supported_cards_and_currencies
I would like to know which cards and currencies are supported.,supported_cards_and_currencies
We offer support for a wide range of cards and currencies.,supported_cards_and_currencies
I need support for multiple cards and currencies.,supported_cards_and_currencies
I want to check for supported cards and currencies.,supported_cards_and_currencies
I want to support various cards and currencies.,supported_cards_and_currencies
"If I want to support cards and currencies, I will say:

""Please make sure to check if your current credit or debit cards are accepted for payment",supported_cards_and_currencies
I would like to have support for multiple cards and currencies.,supported_cards_and_currencies
I am looking for a platform that supports a wide range of cards and currencies.,supported_cards_and_currencies
I want to support various cards and currencies.,supported_cards_and_currencies
Do you reputable business entities that accept a range of cards as well as diverse currencies?,supported_cards_and_currencies
I would like to explore the supported cards and currencies.,supported_cards_and_currencies
"If I want to understand which cards and currencies are supported, please provide me with the relevant information or documentation that lists the supported cards and currencies.",supported_cards_and_currencies
"I would like to see a list of supported cards and currencies, please.",supported_cards_and_currencies
I need information about the supported cards and currencies.,supported_cards_and_currencies
I want to support multiple cards and currencies.,supported_cards_and_currencies
I need a system that supports multiple payment cards and currencies.,supported_cards_and_currencies
Can you please provide information on the cards and currencies that you support?,supported_cards_and_currencies
I want to support various types of cards and currencies.,supported_cards_and_currencies
"If I want to support cards and currencies, I will take the following measures: 

1. Research and integrate with popular credit or debit card networks such",supported_cards_and_currencies
I would like to offer support for various types of debit/credit cards and multiple currencies.,supported_cards_and_currencies
I am looking for supported cards and currencies.,supported_cards_and_currencies
I am looking for support for various cards and currencies.,supported_cards_and_currencies
I would like to inquire about the supported cards and currencies. Could you please provide me with this information?,supported_cards_and_currencies
We support a variety of cards and currencies for your convenience.,supported_cards_and_currencies
I would like to have support for multiple cards and currencies.,supported_cards_and_currencies
I want to check supported cards and currencies.,supported_cards_and_currencies
I would like to support multiple cards and currencies.,supported_cards_and_currencies
I need to have support for various cards and currencies.,supported_cards_and_currencies
We accept all major credit cards and multiple currencies.,supported_cards_and_currencies
I need support for various cards and currencies.,supported_cards_and_currencies
I want to support multiple cards and currencies.,supported_cards_and_currencies
"I would like to know the supported cards and currencies, please.",supported_cards_and_currencies
I need support for various types of cards and currencies.,supported_cards_and_currencies
I need to have support for multiple payment cards and currencies.,supported_cards_and_currencies
I would like to have support for multiple cards and currencies.,supported_cards_and_currencies
We support a wide range of cards and currencies.,supported_cards_and_currencies
