text,intents
"I would like to request ground service, please.",ground service
"I need assistance with the ground service, please.",ground service
I need or wish to avail a grounded service.,ground service
If I want to provide ground service,ground service
I think I should request ground service.,ground service
I would like to request ground service.,ground service
I would like to request ground service.,ground service
I would like to avail of ground service.,ground service
I would like to request ground service.,ground service
I would like to request ground service.,ground service
I would like to order the ground service.,ground service
